"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Teach ai how to code: Using large language models as teachable agents for programming education","https://scispace.com/paper/teach-ai-how-to-code-using-large-language-models-as-2zaftwfv5h","2023","Journal Article","arXiv.org","Hyoungwook Jin
Seon-Mi Lee
Hyun-Joon Shin
Juho Kim","10.48550/arxiv.2309.14534","https://dl.acm.org/doi/pdf/10.1145/3613904.3642349","… LLM chatbot can serve as a teachable agent for rudimentary LBT. Participants were positive about teaching an LLM … in-depth survey responses revealed that the LLM chatbot fell short of …","This work investigates large language models (LLMs) as teachable agents for learning by teaching (LBT). LBT with teachable agents helps learners identify knowledge gaps and discover new knowledge. However, teachable agents require expensive programming of subject-specific knowledge. While LLMs as teachable agents can reduce the cost, LLMs' expansive knowledge as tutees discourages learners from teaching. We propose a prompting pipeline that restrains LLMs' knowledge and makes them initiate""why""and""how""questions for effective knowledge-building. We combined these techniques into TeachYou, an LBT environment for algorithm learning, and AlgoBo, an LLM-based tutee chatbot that can simulate misconceptions and unawareness prescribed in its knowledge state. Our technical evaluation confirmed that our prompting pipeline can effectively configure AlgoBo's problem-solving performance. Through a between-subject study with 40 algorithm novices, we also observed that AlgoBo's questions led to knowledge-dense conversations (effect size=0.71). Lastly, we discuss design implications, cost-efficiency, and personalization of LLM-based teachable agents."
"Agent laboratory: Using llm agents as research assistants","https://scispace.com/paper/agent-laboratory-using-llm-agents-as-research-assistants-3xxx4r6lp82d","2025","Journal Article","","Samuel Schmidgall
Yusheng Su
Ze Wang
Ximeng Sun
Jialian Wu
Xiaodong Yu
Jiang Liu
Zicheng Liu
Emad Barsoum","10.48550/arxiv.2501.04227","https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.320.pdf","… based on the LLM backend, with an experiment quality score of 1.5/5 … In summary, the evaluation of quality across LLM backends … discovery, including coding, experiment execution, …","Historically, scientific discovery has been a lengthy and costly process, demanding substantial time and resources from initial conception to final results. To accelerate scientific discovery, reduce research costs, and improve research quality, we introduce Agent Laboratory, an autonomous LLM-based framework capable of completing the entire research process. This framework accepts a human-provided research idea and progresses through three stages--literature review, experimentation, and report writing to produce comprehensive research outputs, including a code repository and a research report, while enabling users to provide feedback and guidance at each stage. We deploy Agent Laboratory with various state-of-the-art LLMs and invite multiple researchers to assess its quality by participating in a survey, providing human feedback to guide the research process, and then evaluate the final paper. We found that: (1) Agent Laboratory driven by o1-preview generates the best research outcomes; (2) The generated machine learning code is able to achieve state-of-the-art performance compared to existing methods; (3) Human involvement, providing feedback at each stage, significantly improves the overall quality of research; (4) Agent Laboratory significantly reduces research expenses, achieving an 84% decrease compared to previous autonomous research methods. We hope Agent Laboratory enables researchers to allocate more effort toward creative ideation rather than low-level coding and writing, ultimately accelerating scientific discovery. "
"Agentless: Demystifying llm-based software engineering agents","https://scispace.com/paper/agentless-demystifying-llm-based-software-engineering-agents-zr61tx7byb","2024","Journal Article","","Chunqiu Steven Xia
Yinlin Deng
Stanley Dunn
Lingming Zhang","10.48550/arxiv.2407.01489","https://arxiv.org/pdf/2407.01489?","… limitations of LLM agents in software development. We evaluate AGENTLESS on the popular SWE-bench Lite [23] benchmark and demonstrate that AGENTLESS not only achieves the …","Recent advancements in large language models (LLMs) have significantly advanced the automation of software development tasks, including code synthesis, program repair, and test generation. More recently, researchers and industry practitioners have developed various autonomous LLM agents to perform end-to-end software development tasks. These agents are equipped with the ability to use tools, run commands, observe feedback from the environment, and plan for future actions. However, the complexity of these agent-based approaches, together with the limited abilities of current LLMs, raises the following question: Do we really have to employ complex autonomous software agents? To attempt to answer this question, we build Agentless -- an agentless approach to automatically solve software development problems. Compared to the verbose and complex setup of agent-based approaches, Agentless employs a simplistic two-phase process of localization followed by repair, without letting the LLM decide future actions or operate with complex tools. Our results on the popular SWE-bench Lite benchmark show that surprisingly the simplistic Agentless is able to achieve both the highest performance (27.33%) and lowest cost (\$0.34) compared with all existing open-source software agents! Furthermore, we manually classified the problems in SWE-bench Lite and found problems with exact ground truth patch or insufficient/misleading issue descriptions. As such, we construct SWE-bench Lite-S by excluding such problematic issues to perform more rigorous evaluation and comparison. Our work highlights the current overlooked potential of a simple, interpretable technique in autonomous software development. We hope Agentless will help reset the baseline, starting point, and horizon for autonomous software agents, and inspire future work along this crucial direction. "
"Hardtests: Synthesizing high-quality test cases for llm coding","https://scispace.com/paper/hardtests-synthesizing-high-quality-test-cases-for-llm-qb5axui7ax89","2025","Journal Article","arXiv.org","Zhongmou He
Yee Man Choi
Kexun Zhang
Jiabao Ji
Junting Zhou
Dejia Xu
Ivan Bercovich
Aidan Zhang
Lei Li","10.48550/arxiv.2505.24098","https://arxiv.org/pdf/2505.24098?","… , can largely improve coding LLM performance after RL training. … LLM, while the other two are generated by LLM-generated programs. Before generating inputs, we first prompt an LLM …",""
"A complete survey on llm-based ai chatbots","https://scispace.com/paper/a-complete-survey-on-llm-based-ai-chatbots-2kmuat0f3o","2024","Preprint","","Sumit Kumar Dam
Choong Seon Hong
Yu Qiao
Chaoning Zhang","10.48550/arxiv.2406.16937","https://arxiv.org/pdf/2406.16937","… With the advent of OpenAI’s ChatGPT, LLM-based chatbots have … survey of the evolution and deployment of LLM-based chatbots in various sectors. We first summarize the development …","The past few decades have witnessed an upsurge in data, forming the foundation for data-hungry, learning-based AI technology. Conversational agents, often referred to as AI chatbots, rely heavily on such data to train large language models (LLMs) and generate new content (knowledge) in response to user prompts. With the advent of OpenAI's ChatGPT, LLM-based chatbots have set new standards in the AI community. This paper presents a complete survey of the evolution and deployment of LLM-based chatbots in various sectors. We first summarize the development of foundational chatbots, followed by the evolution of LLMs, and then provide an overview of LLM-based chatbots currently in use and those in the development phase. Recognizing AI chatbots as tools for generating new knowledge, we explore their diverse applications across various industries. We then discuss the open challenges, considering how the data used to train the LLMs and the misuse of the generated knowledge can cause several issues. Finally, we explore the future outlook to augment their efficiency and reliability in numerous applications. By addressing key milestones and the present-day context of LLM-based chatbots, our survey invites readers to delve deeper into this realm, reflecting on how their next generation will reshape conversational AI. "
"Need help? designing proactive ai assistants for programming","https://scispace.com/paper/need-help-designing-proactive-ai-assistants-for-programming-5qr65jt0ryzs","2024","Journal Article","","Valerie Chen
A A Zhu
Sebastian Zhao
Hussein Mozannar
David Sontag
Ameet Talwalkar","10.48550/arxiv.2410.04596","https://dl.acm.org/doi/pdf/10.1145/3706598.3714002","… As a case study, we propose a proactive chat-based programming assistant that … In this work, all LLM calls are made to GPT-4o [39], a state-of-the-art LLM. In pilot studies, we …","While current chat-based AI assistants primarily operate reactively, responding only when prompted by users, there is significant potential for these systems to proactively assist in tasks without explicit invocation, enabling a mixed-initiative interaction. This work explores the design and implementation of proactive AI assistants powered by large language models. We first outline the key design considerations for building effective proactive assistants. As a case study, we propose a proactive chat-based programming assistant that automatically provides suggestions and facilitates their integration into the programmer's code. The programming context provides a shared workspace enabling the assistant to offer more relevant suggestions. We conducted a randomized experimental study examining the impact of various design elements of the proactive assistant on programmer productivity and user experience. Our findings reveal significant benefits of incorporating proactive chat assistants into coding environments and uncover important nuances that influence their usage and effectiveness. "
"Novice developers' perspectives on adopting llms for software development: A systematic literature review","https://scispace.com/paper/B9kWdYER-yoJ","","","","S Ferino
R Hoda
J Grundy
C Treude","","https://dl.acm.org/doi/pdf/10.1145/3800580","… We also identify which LLM-based tools are being used by the novice software developers/… We suggest that future research investigate the impact of the performance of LLM users in …",""
"Large language model-aware in-context learning for code generation","https://scispace.com/paper/large-language-model-aware-in-context-learning-for-code-2gt9d0w90x","2023","Journal Article","arXiv.org","Jia Li
Ge Li
Chongyang Tao
Huangzhao Zhang
Fang Liu
Zhi Jin","10.48550/arxiv.2310.09748","https://dl.acm.org/doi/pdf/10.1145/3715908","… a Large language model-Aware … performance of LAIL on the repository-level code generation, to evaluate whether our approach can generalize to the complex real-world programming …","Large language models (LLMs) have shown impressive in-context learning (ICL) ability in code generation. LLMs take a prompt consisting of requirement-code examples and a new requirement as input, and output new programs. Existing studies have found that ICL is highly dominated by the examples and thus arises research on example selection. However, existing approaches randomly select examples or only consider the textual similarity of requirements to retrieve, leading to sub-optimal performance. In this paper, we propose a novel learning-based selection approach named LAIL (LLM-Aware In-context Learning) for code generation. Given a candidate example, we exploit LLMs themselves to estimate it by considering the generation probabilities of ground-truth programs given a requirement and the example. We then label candidate examples as positive or negative through the probability feedback. Based on the labeled data, we import a contrastive learning objective to train an effective retriever that acquires the preference of LLMs in code generation. We apply LAIL to three LLMs and evaluate it on three representative datasets (e.g., MBJP, MBPP, and MBCPP). LATA outperforms the state-of-the-art baselines by 11.58%, 6.89%, and 5.07% on CodeGen, and 4.38%, 2.85%, and 2.74% on GPT-3.5 in terms of Pass@1, respectively."
"Llm-based edge intelligence: A comprehensive survey on architectures, applications, security and trustworthiness","https://scispace.com/paper/llm-based-edge-intelligence-a-comprehensive-survey-on-dvykc3qx4yrb","2024","Journal Article","IEEE open journal of the Communications Society","Othmane Friha
Mohamed Amine Ferrag
Burak Kantarcı
Burak Çakmak
Arda Ozgun
Nacira Ghoualmi‐Zine","10.1109/ojcoms.2024.3456549","https://ieeexplore.ieee.org/iel8/8782661/8901158/10669603.pdf","… and guiding principles for the responsible development and deployment of these systems. By … , our survey aims to support the ethical development and strategic implementation of LLM-…","The integration of Large Language Models (LLMs) and Edge Intelligence (EI) introduces a groundbreaking paradigm for intelligent edge devices. With their capacity for human-like language processing and generation, LLMs empower edge computing with a powerful set of tools, paving the way for a new era of decentralized intelligence. Yet, a notable research gap exists in obtaining a thorough comprehension of LLM-based EI architectures, which should incorporate crucial elements such as security, optimization, and responsible development. This survey aims to bridge this gap by providing a comprehensive resource for both researchers and practitioners. We explore LLM-based EI architectures in-depth, carefully analyzing state-of-the-art paradigms and design decisions. To facilitate efficient and scalable edge deployments, we perform a comparative analysis of recent optimization and autonomy techniques specifically designed for resource-constrained edge environments. Additionally, we shed light on the extensive potential of LLM-based EI by demonstrating its varied practical applications across a wide range of domains. Acknowledging the utmost importance of security, our survey thoroughly investigates potential vulnerabilities inherent in LLM-based EI deployments. We explore corresponding defense mechanisms to protect the integrity and confidentiality of data processed at the edge. In conclusion, highlighting the essential aspect of trustworthiness, we outline best practices and guiding principles for the responsible development and deployment of these systems. By conducting a comprehensive review of these key components, our survey aims to support the ethical development and strategic implementation of LLM-driven EI, paving the way for its transformative impact on diverse applications."
"The current challenges of software engineering in the era of large language models","https://scispace.com/paper/the-current-challenges-of-software-engineering-in-the-era-of-4c39xvkuu1cb","2025","Journal Article","ACM Transactions on Software Engineering and Methodology","Cuiyun Gao
Xing Hu
Shan Gao
Xin Xia
Zhi Jin","10.1145/3712005","https://dl.acm.org/doi/pdf/10.1145/3712005","… evaluation of LLM-based software requirements and design process has received scant attention. (6) Inconsistency between software … 124] have demonstrated the software modeling …","With the advent of large language models (LLMs) in the artificial intelligence (AI) area, the field of software engineering (SE) has also witnessed a paradigm shift. These models, by leveraging the power of deep learning and massive amounts of data, have demonstrated an unprecedented capacity to understand, generate, and operate programming languages. They can assist developers in completing a broad spectrum of software development activities, encompassing software design, automated programming, and maintenance, which potentially reduces huge human efforts. Integrating LLMs within the SE landscape (LLM4SE) has become a burgeoning trend, necessitating exploring this emergent landscape’s challenges and opportunities. The paper aims at revisiting the software development life cycle (SDLC) under LLMs, and highlighting challenges and opportunities of the new paradigm. The paper first summarizes the overall process of LLM4SE, and then elaborates on the current challenges based on a through discussion. The discussion was held among more than 20 participants from academia and industry, specializing in fields such as software engineering and artificial intelligence. Specifically, we achieve 26 key challenges from seven aspects, including software requirement &amp; design, coding assistance, testing code generation, code review, code maintenance, software vulnerability management, and data, training, and evaluation. We hope the achieved challenges would benefit future research in the LLM4SE field. "
"The transformative influence of llms on software development & developer productivity","https://scispace.com/paper/lqUh7tX237wJ","","","","S Jalil","","https://arxiv.org/pdf/2311.16429","… AI Pair Programming Assistants spurred the development of specialized models aimed at aiding software … 4) Software License Violation: Our survey has found that the training data used …",""
"Bias testing and mitigation in llm-based code generation","https://scispace.com/paper/bias-testing-and-mitigation-in-llm-based-code-generation-r587fan1eflu","2025","Journal Article","ACM Transactions on Software Engineering and Methodology","Dong Huang
Jie M. Zhang
Qingwen Bu
Xiaofei Xie
Junjie Chen
Heming Cui","10.1145/3724117","https://dl.acm.org/doi/pdf/10.1145/3724117","… the bias of the LLM-generated code, we evaluate the CBS of the LLM-generated code at six different temperatures: 0.0, 0.2, 0.4, 0.6, 0.8, and 1.0. The evaluation results are shown in …","As the adoption of LLMs becomes more widespread in software coding ecosystems, a pressing issue has emerged: does the generated code contain social bias and unfairness, such as those related to age, gender, and race? This issue concerns the integrity, fairness, and ethical foundation of software applications that depend on the code generated by these models but are underexplored in the literature. This paper presents a novel bias testing framework that is specifically designed for code generation tasks. Based on this framework, we conduct an extensive empirical study on the biases in code generated by five widely studied LLMs (i.e., PALM-2-CodeChat-bison, Claude-instant-1, GPT-3.5-turbo, GPT-4-turbo, and GPT-4). Our findings reveal that biases are prevalent. For example, 13.47% to 49.10% of the codes generated by these LLMs have biased behaviors towards gender. Moreover, we study five bias mitigation prompt strategies that are commonly used in current code generation scenarios, i.e., zero-shot, one-shot, few-shot, and two Chain-of-Thought (CoT) prompts, with and without provided feedback-driven refinement. Our evaluation results illustrate that using direct prompt engineering strategies has limited effectiveness in mitigating bias, but our test execution feedback can help to reduce the ratio of code biases to a large extent (e.g., from 59.88% to 4.79% for GPT-4) 1 . "
"Personal llm agents: Insights and survey about the capability, efficiency and security","https://scispace.com/paper/personal-llm-agents-insights-and-survey-about-the-capability-1jbri2ghad","2024","Journal Article","arXiv.org","Yuanchun Li
Hao Wen
Weijun Wang
Xiangyu Li
Yizhen Yuan
Guohong Liu
Jiacheng Liu
Wenxing Xu
Xiang Wang
Yi Sun
Rui Kong
Yile Wang
Hanfei Geng
Jian Luan
Xuefeng Jin
Zi-Liang Ye
Guanjing Xiong
Fan Zhang
Xiang Li
Mengwei Xu
Zhijun Li
Peng Li
Yang Liu
Yaqiong Zhang
Yunxin Liu","10.48550/arxiv.2401.05459","https://arxiv.org/pdf/2401.05459","… , LLM can enable intelligent agents to solve complex problems autonomously. In this paper, we focus on Personal LLM Agents, which are LLM… LLM Agents will become a major software …","Since the advent of personal computing devices, intelligent personal assistants (IPAs) have been one of the key technologies that researchers and engineers have focused on, aiming to help users efficiently obtain information and execute tasks, and provide users with more intelligent, convenient, and rich interaction experiences. With the development of smartphones and IoT, computing and sensing devices have become ubiquitous, greatly expanding the boundaries of IPAs. However, due to the lack of capabilities such as user intent understanding, task planning, tool using, and personal data management etc., existing IPAs still have limited practicality and scalability. Recently, the emergence of foundation models, represented by large language models (LLMs), brings new opportunities for the development of IPAs. With the powerful semantic understanding and reasoning capabilities, LLM can enable intelligent agents to solve complex problems autonomously. In this paper, we focus on Personal LLM Agents, which are LLM-based agents that are deeply integrated with personal data and personal devices and used for personal assistance. We envision that Personal LLM Agents will become a major software paradigm for end-users in the upcoming era. To realize this vision, we take the first step to discuss several important questions about Personal LLM Agents, including their architecture, capability, efficiency and security. We start by summarizing the key components and design choices in the architecture of Personal LLM Agents, followed by an in-depth analysis of the opinions collected from domain experts. Next, we discuss several key challenges to achieve intelligent, efficient and secure Personal LLM Agents, followed by a comprehensive survey of representative solutions to address these challenges."
"Autocoderover: Autonomous program improvement","https://scispace.com/paper/autocoderover-autonomous-program-improvement-4rn0me1lkw","2024","Journal Article","arXiv.org","Yuntong Zhang
Haifeng Ruan
Zhiyu Fan
Abhik Roychoudhury","10.48550/arxiv.2404.05427","https://dl.acm.org/doi/pdf/10.1145/3650212.3680384","… LLM agent approaches from AI researchers and practitioners, our outlook is more software … We address this by repeating our main evaluation experiment three times and releasing a …","Researchers have made significant progress in automating the software development process in the past decades. Recent progress in Large Language Models (LLMs) has significantly impacted the development process, where developers can use LLM-based programming assistants to achieve automated coding. Nevertheless software engineering involves the process of program improvement apart from coding, specifically to enable software maintenance (e.g. bug fixing) and software evolution (e.g. feature additions). In this paper, we propose an automated approach for solving GitHub issues to autonomously achieve program improvement. In our approach called AutoCodeRover, LLMs are combined with sophisticated code search capabilities, ultimately leading to a program modification or patch. In contrast to recent LLM agent approaches from AI researchers and practitioners, our outlook is more software engineering oriented. We work on a program representation (abstract syntax tree) as opposed to viewing a software project as a mere collection of files. Our code search exploits the program structure in the form of classes/methods to enhance LLM's understanding of the issue's root cause, and effectively retrieve a context via iterative search. The use of spectrum based fault localization using tests, further sharpens the context, as long as a test-suite is available. Experiments on SWE-bench-lite which consists of 300 real-life GitHub issues show increased efficacy in solving GitHub issues (22-23% on SWE-bench-lite). On the full SWE-bench consisting of 2294 GitHub issues, AutoCodeRover solved around 16% of issues, which is higher than the efficacy of the recently reported AI software engineer Devin from Cognition Labs, while taking time comparable to Devin. We posit that our workflow enables autonomous software engineering, where, in future, auto-generated code from LLMs can be autonomously improved."
"Chatdev: Communicative agents for software development","https://scispace.com/paper/chatdev-communicative-agents-for-software-development-28hnwafczgxf","2024","Journal Article","","Qian Chen
Wei Liu
Hongzhang Liu
Nuo Chen
Yufan Dang
Jiahao Li
Cheng Yang
Weize Chen
Yu-Sheng Su
Xin Cong
Juyuan Xu
D. Li
Zhiyuan Liu
Maosong Sun","10.18653/v1/2024.acl-long.810","https://aclanthology.org/2024.acl-long.810.pdf","… 4 Evaluation Baselines We chose some representative LLMbased software development … 2023) is a fundamental single-agent approach in LLM-driven software agents with a precise …","Software development is a complex task that necessitates cooperation among multiple members with diverse skills. Numerous studies used deep learning to improve specific phases in a waterfall model, such as design, coding, and testing. However, the deep learning model in each phase requires unique designs, leading to technical inconsistencies across various phases, which results in a fragmented and ineffective development process. In this paper, we introduce ChatDev, a chat-powered software development framework in which specialized agents driven by large language models (LLMs) are guided in what to communicate (via chat chain) and how to communicate (via communicative dehallucination). These agents actively contribute to the design, coding, and testing phases through unified language-based communication, with solutions derived from their multi-turn dialogues. We found their utilization of natural language is advantageous for system design, and communicating in programming language proves helpful in debugging. This paradigm demonstrates how linguistic communication facilitates multi-agent collaboration, establishing language as a unifying bridge for autonomous task-solving among LLM agents. The code and data are available at https://github.com/OpenBMB/ChatDev."
"Understanding the planning of llm agents: A survey","https://scispace.com/paper/understanding-the-planning-of-llm-agents-a-survey-ciea60xdc5","2024","Journal Article","arXiv.org","Xu Huang
Weiwen Liu
Xiaolong Chen
Xingmei Wang
Hao Wang
Defu Lian
Yasheng Wang
Ruiming Tang
Enhong Chen","10.48550/arxiv.2402.02716","https://www.researchgate.net/profile/Xu-Huang-37/publication/380756642_Understanding_the_planning_of_LLM_agents_A_survey/links/664d5a9dbc86444c72f64b6f/Understanding-the-planning-of-LLM-agents-A-survey.pdf","… advantages and limitations, aiming to provide a systematic view of the planning ability of LLMbased … Leveraging the semantic understanding and coding capabilities of LLM, the authors …","As Large Language Models (LLMs) have shown significant intelligence, the progress to leverage LLMs as planning modules of autonomous agents has attracted more attention. This survey provides the first systematic view of LLM-based agents planning, covering recent works aiming to improve planning ability. We provide a taxonomy of existing works on LLM-Agent planning, which can be categorized into Task Decomposition, Plan Selection, External Module, Reflection and Memory. Comprehensive analyses are conducted for each direction, and further challenges for the field of research are discussed."
"Llms in software security: A survey of vulnerability detection techniques and insights","https://scispace.com/paper/llms-in-software-security-a-survey-of-vulnerability-ou1pkjmu26mt","2025","Journal Article","arXiv.org","Ze Sheng
Zhicheng Chen
Shuning Gu
Heqing Huang
Guofei Gu
Jeff Huang","10.48550/arxiv.2502.07049","https://dl.acm.org/doi/pdf/10.1145/3769082","… Our survey speciically focuses on LLMbased vulnerability detection with a more detailed summary of techniques and methodologies. At the same time, Zhou et al. [159] investigated …","Large Language Models (LLMs) are emerging as transformative tools for software vulnerability detection. Traditional methods, including static and dynamic analysis, face limitations in efficiency, false-positive rates, and scalability with modern software complexity. Through code structure analysis, pattern identification, and repair suggestion generation, LLMs demonstrate a novel approach to vulnerability mitigation.
 This survey examines LLMs in vulnerability detection, analyzing problem formulation, model selection, application methodologies, datasets, and evaluation metrics. We investigate current research challenges, emphasizing cross-language detection, multimodal integration, and repository-level analysis. Based on our findings, we propose solutions addressing dataset scalability, model interpretability, and low-resource scenarios.
 Our contributions include: (1) a systematic analysis of LLM applications in vulnerability detection; (2) a unified framework examining patterns and variations across studies; and (3) identification of key challenges and research directions. This work advances the understanding of LLM-based vulnerability detection. The latest findings are maintained at https://github.com/OwenSanzas/LLM-For-Vulnerability-Detection"
"From Parameters to Performance: A Data-Driven Study on LLM Structure and Development","https://scispace.com/paper/from-parameters-to-performance-a-data-driven-study-on-llm-oc5azasetspx","2025","Journal Article","","Wang Su-qing
Li, Zuchao
Shi Luohe
Du, Bo
Zhao Hai
Li, Yun","10.48550/arxiv.2509.18136","https://aclanthology.org/2025.emnlp-main.1325.pdf","… performance remains scarce. To address this gap, we present a large-scale dataset encompassing diverse open-source LLM structures and their performance … and performance. Our …","Large language models (LLMs) have achieved remarkable success across various domains, driving significant technological advancements and innovations. Despite the rapid growth in model scale and capability, systematic, data-driven research on how structural configurations affect performance remains scarce. To address this gap, we present a large-scale dataset encompassing diverse open-source LLM structures and their performance across multiple benchmarks. Leveraging this dataset, we conduct a systematic, data mining-driven analysis to validate and quantify the relationship between structural configurations and performance. Our study begins with a review of the historical development of LLMs and an exploration of potential future trends. We then analyze how various structural choices impact performance across benchmarks and further corroborate our findings using mechanistic interpretability techniques. By providing data-driven insights into LLM optimization, our work aims to guide the targeted development and application of future models. We will release our dataset at https://huggingface.co/datasets/DX0369/LLM-Structure-Performance-Dataset "
"Can we trust large language models generated code? a framework for in-context learning, security patterns, and code evaluations across diverse llms","https://scispace.com/paper/can-we-trust-large-language-models-generated-code-a-q9hkruxrwl","2024","Preprint","","Ahmad Mohsin
Helge Janicke
Adrian Wood
Iqbal H. Sarker
Λέανδρος Μαγλαράς
Naeem Khalid Janjua","10.48550/arxiv.2406.12513","https://arxiv.org/pdf/2406.12513","… LLM security research. We apply each ICL security pattern specifically within programming … • We perform security assessments on the generated LLM code using industry-standard …","Large Language Models (LLMs) such as ChatGPT and GitHub Copilot have revolutionized automated code generation in software engineering. However, as these models are increasingly utilized for software development, concerns have arisen regarding the security and quality of the generated code. These concerns stem from LLMs being primarily trained on publicly available code repositories and internet-based textual data, which may contain insecure code. This presents a significant risk of perpetuating vulnerabilities in the generated code, creating potential attack vectors for exploitation by malicious actors. Our research aims to tackle these issues by introducing a framework for secure behavioral learning of LLMs through In-Content Learning (ICL) patterns during the code generation process, followed by rigorous security evaluations. To achieve this, we have selected four diverse LLMs for experimentation. We have evaluated these coding LLMs across three programming languages and identified security vulnerabilities and code smells. The code is generated through ICL with curated problem sets and undergoes rigorous security testing to evaluate the overall quality and trustworthiness of the generated code. Our research indicates that ICL-driven one-shot and few-shot learning patterns can enhance code security, reducing vulnerabilities in various programming scenarios. Developers and researchers should know that LLMs have a limited understanding of security principles. This may lead to security breaches when the generated code is deployed in production systems. Our research highlights LLMs are a potential source of new vulnerabilities to the software supply chain. It is important to consider this when using LLMs for code generation. This research article offers insights into improving LLM security and encourages proactive use of LLMs for code generation to ensure software system safety. "
"Repairagent: An autonomous, llm-based agent for program repair","https://scispace.com/paper/repairagent-an-autonomous-llm-based-agent-for-program-repair-342p59i1ig","2024","Journal Article","arXiv.org","Islem Bouzenia
Premkumar Devanbu
Michael Pradel","10.48550/arxiv.2403.17134","https://arxiv.org/pdf/2403.17134?","… performance for various tasks [26]. A promising way of using these abilities are LLM-based agents, by which we mean LLM-… In our evaluation, we use the same LLM for both the main …","Automated program repair has emerged as a powerful technique to mitigate the impact of software bugs on system reliability and user experience. This paper introduces RepairAgent, the first work to address the program repair challenge through an autonomous agent based on a large language model (LLM). Unlike existing deep learning-based approaches, which prompt a model with a fixed prompt or in a fixed feedback loop, our work treats the LLM as an agent capable of autonomously planning and executing actions to fix bugs by invoking suitable tools. RepairAgent freely interleaves gathering information about the bug, gathering repair ingredients, and validating fixes, while deciding which tools to invoke based on the gathered information and feedback from previous fix attempts. Key contributions that enable RepairAgent include a set of tools that are useful for program repair, a dynamically updated prompt format that allows the LLM to interact with these tools, and a finite state machine that guides the agent in invoking the tools. Our evaluation on the popular Defects4J dataset demonstrates RepairAgent's effectiveness in autonomously repairing 164 bugs, including 39 bugs not fixed by prior techniques. Interacting with the LLM imposes an average cost of 270,000 tokens per bug, which, under the current pricing of OpenAI's GPT-3.5 model, translates to 14 cents of USD per bug. To the best of our knowledge, this work is the first to present an autonomous, LLM-based agent for program repair, paving the way for future agent-based techniques in software engineering."
"An empirical study of the non-determinism of chatgpt in code generation","https://scispace.com/paper/an-empirical-study-of-the-non-determinism-of-chatgpt-in-code-63bz99u6n4pg","2024","Journal Article","ACM Transactions on Software Engineering and Methodology","Shuyin Ouyang
Jie M. Zhang
Mark Harman
Meng Wang","10.1145/3697010","https://dl.acm.org/doi/pdf/10.1145/3697010","… threat, we collect 76 LLM-based code generation papers … of coding tasks (eg, the length of code generation instructions, the code problem difficulty, and labels) and the similarity metrics …","There has been a recent explosion of research on Large Language Models (LLMs) for software engineering tasks, in particular code generation. However, results from LLMs can be highly unstable; nondeterministically returning very different code for the same prompt. Such non-determinism affects the correctness and consistency of the generated code, undermines developers’ trust in LLMs, and yields low reproducibility in LLM-based papers. Nevertheless, there is no work investigating how serious this non-determinism threat is. To fill this gap, this paper conducts an empirical study on the non-determinism of ChatGPT in code generation. We chose to study ChatGPT because it is already highly prevalent in the code generation research literature. We report results from a study of 829 code generation problems across three code generation benchmarks (i.e., CodeContests, APPS, and HumanEval) with three aspects of code similarities: semantic similarity, syntactic similarity, and structural similarity. Our results reveal that ChatGPT exhibits a high degree of non-determinism under the default setting: the ratio of coding tasks with zero equal test output across different requests is 75.76%, 51.00%, and 47.56% for three different code generation datasets (i.e., CodeContests, APPS, and HumanEval), respectively. In addition, we find that setting the temperature to 0 does not guarantee determinism in code generation, although it indeed brings less non-determinism than the default configuration ( temperature =1). In order to put LLM-based research on firmer scientific foundations, researchers need to take into account non-determinism in drawing their conclusions. "
"Fully autonomous programming with large language models","https://scispace.com/paper/fully-autonomous-programming-with-large-language-models-2ewrr1ee","2023","Posted Content","arXiv.org","Vadim Liventsev
Anastasiia Grishina
Aki Härmä
Leon Moonen","10.1145/3583131.3590481","https://dl.acm.org/doi/pdf/10.1145/3583131.3590481","… We test SEIDR on 11 debug instructions to explore whether the use of the LLM for text completion 𝑝text(input) benefits the performance of our framework, as well as what effect different …","Current approaches to program synthesis with Large Language Models (LLMs) exhibit a""near miss syndrome"": they tend to generate programs that semantically resemble the correct answer (as measured by text similarity metrics or human evaluation), but achieve a low or even zero accuracy as measured by unit tests due to small imperfections, such as the wrong input or output format. This calls for an approach known as Synthesize, Execute, Debug (SED), whereby a draft of the solution is generated first, followed by a program repair phase addressing the failed tests. To effectively apply this approach to instruction-driven LLMs, one needs to determine which prompts perform best as instructions for LLMs, as well as strike a balance between repairing unsuccessful programs and replacing them with newly generated ones. We explore these trade-offs empirically, comparing replace-focused, repair-focused, and hybrid debug strategies, as well as different template-based and model-based prompt-generation techniques. We use OpenAI Codex as the LLM and Program Synthesis Benchmark 2 as a database of problem descriptions and tests for evaluation. The resulting framework outperforms both conventional usage of Codex without the repair phase and traditional genetic programming approaches."
