"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Significant Productivity Gains through Programming with Large Language Models","https://scispace.com/paper/significant-productivity-gains-through-programming-with-40awtdsi6f","2024","Journal Article","Proceedings of the ACM on human-computer interaction","Thomas Weber
Maximilian Brandmaier
Albrecht Schmidt
Sven Mayer","10.1145/3661145","","Large language models like GPT and Codex drastically alter many daily tasks, including programming, where they can rapidly generate code from natural language or informal specifications. Thus, they will change what it means to be a programmer and how programmers act during software development. This work explores how AI assistance for code generation impacts productivity. In our user study (N=24), we asked programmers to complete Python programming tasks supported by a) an auto-complete interface using GitHub Copilot, b) a conversational system using GPT-3, and c) traditionally with just the web browser. Aside from significantly increasing productivity metrics, participants displayed distinctive usage patterns and strategies, highlighting that the form of presentation and interaction affects how users engage with these systems. Our findings emphasize the benefits of AI-assisted coding and highlight the different design challenges for these systems. ","Large language models significantly increase programmer productivity and alter coding strategies."
"Automating Software Development Pipelines with Artificial Intelligence (AI)","https://scispace.com/paper/automating-software-development-pipelines-with-artificial-xki8ngovfuy4","2025","Journal Article","International Journal of Leading Research Publication.","Raj Kumar
Manish K. Yadav","10.70528/ijlrp.v6.i7.1673","","The integration of Artificial Intelligence (AI) tools into software development pipelines is transforming the way modern applications are built, tested, and deployed. This research paper delves into the growing impact of AI in automating critical phases of the Software Development Life Cycle (SDLC), including planning, coding, testing, integration, deployment, and monitoring. AI tools—such as intelligent code generators, automated testing frameworks, bug prediction systems and smart deployment platforms—are reshaping traditional workflows by improving efficiency, reducing manual intervention, and enhancing software reliability. The study evaluates widely adopted AI-driven tools like GitHub Copilot, Amazon CodeWhisperer, SonarQube, Jenkins X, and others, analyzing their capabilities and contributions to streamlining development operations. Real-world use cases and statistical insights are presented to highlight the effectiveness and adoption rate of these tools across the industry. The research also addresses key challenges associated with AI implementation, including data quality, ethical concerns, tool integration, and team adaptability. A comparative analysis of conventional versus AI-augmented pipelines underscores the tangible benefits of automation, such as faster release cycles, reduced development costs, and improved code quality. Ultimately, this paper emphasizes the transformative potential of AI tools in redefining software engineering practices and underscores the necessity for development teams to embrace AI-driven automation for sustained innovation and competitiveness in the evolving digital era. ","This research explores the integration of AI tools in software development pipelines, evaluating their impact on efficiency, reliability, and innovation, and highlighting the benefits of automation, including faster release cycles and improved code quality."
"An Empirical Study on Developers Shared Conversations with ChatGPT in GitHub Pull Requests and Issues","https://scispace.com/paper/an-empirical-study-on-developers-shared-conversations-with-2sxnh4o6wh","2024","Journal Article","arXiv.org","Huizi Hao
Kazi Amit Hasan
Hong Qin
Marcos Macedo
Yuan Tian
Steven H. H. Ding
Ahmed E. Hassan","10.48550/arxiv.2403.10468","","ChatGPT has significantly impacted software development practices, providing substantial assistance to developers in a variety of tasks, including coding, testing, and debugging. Despite its widespread adoption, the impact of ChatGPT as an assistant in collaborative coding remains largely unexplored. In this paper, we analyze a dataset of 210 and 370 developers shared conversations with ChatGPT in GitHub pull requests (PRs) and issues. We manually examined the content of the conversations and characterized the dynamics of the sharing behavior, i.e., understanding the rationale behind the sharing, identifying the locations where the conversations were shared, and determining the roles of the developers who shared them. Our main observations are: (1) Developers seek ChatGPT assistance across 16 types of software engineering inquiries. In both conversations shared in PRs and issues, the most frequently encountered inquiry categories include code generation, conceptual questions, how-to guides, issue resolution, and code review. (2) Developers frequently engage with ChatGPT via multi-turn conversations where each prompt can fulfill various roles, such as unveiling initial or new tasks, iterative follow-up, and prompt refinement. Multi-turn conversations account for 33.2% of the conversations shared in PRs and 36.9% in issues. (3) In collaborative coding, developers leverage shared conversations with ChatGPT to facilitate their role-specific contributions, whether as authors of PRs or issues, code reviewers, or collaborators on issues. Our work serves as the first step towards understanding the dynamics between developers and ChatGPT in collaborative software development and opens up new directions for future research on the topic.","An empirical study analyzing developers shared conversations with ChatGPT in GitHub PRs and issues finds that developers use ChatGPT for a wide range of software engineering tasks, engage in multi-turn conversations, and leverage shared conversations to facilitate their role-specific contributions."
"Interactive Developer Tools Powered by AI Agents: Usability and Architectural Patterns","https://scispace.com/paper/interactive-developer-tools-powered-by-ai-agents-usability-exfrzcrw7p3r","2025","Journal Article","European modern studies journal","Navin Soni","10.59573/emsj.9(5).2025.103","","Software development landscapes have undergone a remarkable transformation as coding tools increasingly incorporate intelligence features that function as active partners throughout project lifecycles. These advanced systems now contribute to numerous programming phases from initial code drafting to refinement, evaluation, and documentation tasks. The text presents specific interaction challenges and structural frameworks characterizing such applications, particularly highlighting visual organization principles, situational comprehension abilities, and response mechanisms influencing developer engagement. The presence of computational assistants within programming workflows significantly affects established engineering approaches, potentially altering skill expectations, reducing delivery timeframes, and creating opportunities for innovative problem resolution techniques. Evidence indicates successful deployment depends substantially on appropriate division between automated functions and manual control, comprehensible suggestion rationales, and accurate interpretation of programming environments. These insights offer valuable direction for application designers pursuing more effective collaboration between programmers and intelligent systems. For technical specialists and industry professionals alike, these patterns provide evaluation structures for existing solutions and conceptual guidelines for developing next-generation programming platforms that meaningfully strengthen developer capabilities while addressing practical integration limitations. ",""
"The Impact of AI Tool on Engineering at ANZ Bank an Empirical Study on GitHub Copilot within Corporate Environment","https://scispace.com/paper/the-impact-of-ai-tool-on-engineering-at-anz-bank-an-5g9abzzaxf","2024","Book Series","Software Engineering","Sayan Chatterjee
Ching Louis Liu
Gareth Rowland
Tim Hogarth","10.5121/csit.2024.140702","","The increasing popularity of AI, particularly Large Language Models (LLMs), has significantly impacted various domains, including Software Engineering. This study explores the integration of AI tools in software engineering practices within a large organization. We focus on ANZ Bank, which employs over 5000 engineers covering all aspects of the software development life cycle. This paper details an experiment conducted using GitHub Copilot, a notable AI tool, within a controlled environment to evaluate its effectiveness in real-world engineering tasks. Additionally, this paper shares initial findings on the productivity improvements observed after GitHub Copilot was adopted on a large scale, with about 1000 engineers using it. ANZ Bank's six-week experiment with GitHub Copilot included two weeks of preparation and four weeks ofactive testing. The study evaluated participant sentiment and the tool's impact on productivity, code quality, and security. Initially, participants used GitHub Copilot for proposed use-cases, with their feedback gathered through regular surveys. In the second phase, they were divided into Control andCopilot groups, each tackling the same Python challenges, and their experiences were again surveyed. Results showed a notable boost in productivity and code quality with GitHub Copilot, though its impact on code security remained inconclusive. Participant responses were overall positive, confirming GitHub Copilot's effectiveness in large-scale software engineering environments. Early data from 1000 engineers also indicated a significant increase in productivity and job satisfaction. ","The integration of AI tools in software engineering practices at ANZ Bank has shown positive impacts on productivity and code quality. Early data suggests that GitHub Copilot is effective in large-scale software engineering environments."
"How far are AI-powered programming assistants from meeting developers' needs?","https://scispace.com/paper/how-far-are-ai-powered-programming-assistants-from-meeting-hm02l5ln7l","2024","Journal Article","arXiv.org","Xin Tan
Xiao Long
Xianjun Ni
Yinghao Zhu
Jing Jiang
Li Zhang","10.48550/arxiv.2404.12000","","Recent In-IDE AI coding assistant tools (ACATs) like GitHub Copilot have significantly impacted developers' coding habits. While some studies have examined their effectiveness, there lacks in-depth investigation into the actual assistance process. To bridge this gap, we simulate real development scenarios encompassing three typical types of software development tasks and recruit 27 computer science students to investigate their behavior with three popular ACATs. Our goal is to comprehensively assess ACATs' effectiveness, explore characteristics of recommended code, identify reasons for modifications, and understand users' challenges and expectations. To facilitate the study, we develop an experimental platform that includes a data collection plugin for VSCode IDE and provides functions for screen recording, code evaluation, and automatic generation of personalized interview and survey questions. Through analysis of the collected data, we find that ACATs generally enhance task completion rates, reduce time, improve code quality, and increase self-perceived productivity. However, the improvement is influenced by both the nature of coding tasks and users' experience level. Notably, for experienced participants, the use of ACATs may even increase completion time. We observe that""edited line completion""is the most frequently recommended way, while""comments completion""and""string completion""have the lowest acceptance rates. The primary reasons for modifying recommended code are disparities between output formats and requirements, flawed logic, and inconsistent code styles. In terms of challenges and expectations, optimization of service access and help documentation is also concerned by participants except for functionality and performance. Our study provides valuable insights into the effectiveness and usability of ACATs, informing further improvements in their design and implementation.","ACATs enhance task completion rates, reduce time, improve code quality, and increase self-perceived productivity. However, their effectiveness is influenced by both the nature of coding tasks and users' experience level."
"Does Co-Development with AI Assistants Lead to More Maintainable Code? A
  Registered Report","https://scispace.com/paper/does-co-development-with-ai-assistants-lead-to-more-5qhm4fpmruz9","2024","Journal Article","","Markus Borg
D.W. Hewett
Donald R. Graham
Noric Couderc
Emma Söderberg
Luke Church
Dave Farley","10.48550/arxiv.2408.10758","","[Background/Context] AI assistants like GitHub Copilot are transforming software engineering; several studies have highlighted productivity improvements. However, their impact on code quality, particularly in terms of maintainability, requires further investigation. [Objective/Aim] This study aims to examine the influence of AI assistants on software maintainability, specifically assessing how these tools affect the ability of developers to evolve code. [Method] We will conduct a two-phased controlled experiment involving professional developers. In Phase 1, developers will add a new feature to a Java project, with or without the aid of an AI assistant. Phase 2, a randomized controlled trial, will involve a different set of developers evolving random Phase 1 projects - working without AI assistants. We will employ Bayesian analysis to evaluate differences in completion time, perceived productivity, code quality, and test coverage. ","This registered report investigates the impact of AI assistants on software maintainability, conducting a two-phased controlled experiment to assess their influence on code quality, completion time, and developer productivity in Java projects."
"A Pilot Study on AI-Assisted Code Generation with Large Language Models for Software Engineering","https://scispace.com/paper/a-pilot-study-on-ai-assisted-code-generation-with-large-29txr0s7vv","","Journal Article","","Hsiao-Chuan Liu
Chia-Tung Tsai
Min-Yuh Day","10.1007/978-981-97-1711-8_12","","The field of code generation, influenced by deep learning, has become crucial in contemporary software engineering, facilitating the conversion of natural language to executable code. A noticeable knowledge gap exists, prompting an exhaustive examination of the current methodologies and innovations. The primary objective of this research is to offer a thorough literature review, illuminating the current state of deep learning-powered code generation. A rigorous systematic review was employed, wherein 28 influential papers from essential academic databases were recognized. An analytical approach was adopted to discern trends, understand the significance of numbers, and draw meaningful conclusions from the data. These papers were then analyzed using a structured methodology. The study unveils insights into large language model code generation, potentially bridging the prevailing knowledge gap and offering direction for future innovations in the domain. ","This pilot study reviews 28 influential papers on deep learning-powered code generation, employing a systematic review to analyze trends, significance, and conclusions, offering insights into large language model code generation and future innovations in software engineering."
"AI Tools introduced in Software Development. Analysis of Code quality, Security and Productivity Implications","https://scispace.com/paper/ai-tools-introduced-in-software-development-analysis-of-code-1tx65v5s15sn","2024","Journal Article","","Ana-Maria Dincă
Sabina-Daniela Axinte
Gabriela TOD-RĂILEANU
Ioan C. Bacivarov","10.1109/siitme63973.2024.10814830","","Chatbots have recently been integrated into a diverse range of applications, from office tools to code compilers. It is undeniable that AI assistants possess features that simplify and automate repetitive tasks, however, it is yet unclear how well they can handle creative tasks such as writing code. This paper presents an in-depth analysis of the quality of the solutions generated by AI tools, that have been specifically trained for software development tasks, including code writing, testing, reviewing and documenting features. Individual use cases are rigorously examined, while comparing the results for two similar intelligent assistants per each scenario, to identify the strengths and weaknesses of their proposed solutions. The impact on productivity is studied, as it is dependent on the quality of the generated responses. The implementation of an incomplete, outdated or insecure solution will impose additional fixes, and, if the majority of answers have to be revised, this counterproductive behavior will actually increase the development time rather than facilitate its reduction.","This study analyzes the code quality, security, and productivity implications of AI tools in software development, comparing two intelligent assistants per scenario, and examines the strengths and weaknesses of their generated solutions, including code writing, testing, and reviewing features."
"How Readable is Model-generated Code? Examining Readability and Visual Inspection of GitHub Copilot","https://scispace.com/paper/how-readable-is-model-generated-code-examining-readability-16o50ot8","2022","Proceedings Article","International Conference on Automated Software Engineering","Naser Al Madi","10.1145/3551349.3560438","","Background: Recent advancements in large language models have motivated the practical use of such models in code generation and program synthesis. However, little is known about the effects of such tools on code readability and visual attention in practice. Objective: In this paper, we focus on GitHub Copilot to address the issues of readability and visual inspection of model generated code. Readability and low complexity are vital aspects of good source code, and visual inspection of generated code is important in light of automation bias. Method: Through a human experiment (n=21) we compare model generated code to code written completely by human programmers. We use a combination of static code analysis and human annotators to assess code readability, and we use eye tracking to assess the visual inspection of code. Results: Our results suggest that model generated code is comparable in complexity and readability to code written by human pair programmers. At the same time, eye tracking data suggests, to a statistically significant level, that programmers direct less visual attention to model generated code. Conclusion: Our findings highlight that reading code is more important than ever, and programmers should beware of complacency and automation bias with model generated code.","In this article , the authors compare model generated code to code written completely by human programmers, using a combination of static code analysis and human annotators to assess code readability, and use eye tracking to assess the visual inspection of code."
"Understanding the Usability of AI Programming Assistants","https://scispace.com/paper/understanding-the-usability-of-ai-programming-assistants-1b7ioy3p","2023","Posted Content","","","10.48550/arxiv.2303.17125","","The software engineering community recently has witnessed widespread deployment of AI programming assistants, such as GitHub Copilot. However, in practice, developers do not accept AI programming assistants' initial suggestions at a high frequency. This leaves a number of open questions related to the usability of these tools. To understand developers' practices while using these tools and the important usability challenges they face, we administered a survey to a large population of developers and received responses from a diverse set of 410 developers. Through a mix of qualitative and quantitative analyses, we found that developers are most motivated to use AI programming assistants because they help developers reduce key-strokes, finish programming tasks quickly, and recall syntax, but resonate less with using them to help brainstorm potential solutions. We also found the most important reasons why developers do not use these tools are because these tools do not output code that addresses certain functional or non-functional requirements and because developers have trouble controlling the tool to generate the desired output. Our findings have implications for both creators and users of AI programming assistants, such as designing minimal cognitive effort interactions with these tools to reduce distractions for users while they are programming. ","This article found that developers are most motivated to use AI programming assistants because they help developers reduce key-strokes, finish programming tasks quickly, and recall syntax, but resonate less with using them to help brainstorm potential solutions."
"From Code Generation to Software Testing: AI Copilot with Context-Based RAG","https://scispace.com/paper/from-code-generation-to-software-testing-ai-copilot-with-s56k6kge59wl","2025","Repository","","Wang Yu-chen
Guo Shang-xin
Tan Chee Wei","10.48550/arxiv.2504.01866","","The rapid pace of large-scale software development places increasing demands on traditional testing methodologies, often leading to bottlenecks in efficiency, accuracy, and coverage. We propose a novel perspective on software testing by positing bug detection and coding with fewer bugs as two interconnected problems that share a common goal, which is reducing bugs with limited resources. We extend our previous work on AI-assisted programming, which supports code auto-completion and chatbot-powered Q&amp;A, to the realm of software testing. We introduce Copilot for Testing, an automated testing system that synchronizes bug detection with codebase updates, leveraging context-based Retrieval Augmented Generation (RAG) to enhance the capabilities of large language models (LLMs). Our evaluation demonstrates a 31.2% improvement in bug detection accuracy, a 12.6% increase in critical test coverage, and a 10.5% higher user acceptance rate, highlighting the transformative potential of AI-driven technologies in modern software development practices. ",""
"Experimental Analysis of Productive Interaction Strategy with ChatGPT: User Study on Function and Project-level Code Generation Tasks","https://scispace.com/paper/experimental-analysis-of-productive-interaction-strategy-osa8fnzztsn3","2025","Journal Article","arXiv.org","Sangwon Hyun
Hyunjun Kim
Jinhyuk Jang
Hyojin Choi
M. A. Babar","10.48550/arxiv.2508.04125","","The application of Large Language Models (LLMs) is growing in the productive completion of Software Engineering tasks. Yet, studies investigating the productive prompting techniques often employed a limited problem space, primarily focusing on well-known prompting patterns and mainly targeting function-level SE practices. We identify significant gaps in real-world workflows that involve complexities beyond class-level (e.g., multi-class dependencies) and different features that can impact Human-LLM Interactions (HLIs) processes in code generation. To address these issues, we designed an experiment that comprehensively analyzed the HLI features regarding the code generation productivity. Our study presents two project-level benchmark tasks, extending beyond function-level evaluations. We conducted a user study with 36 participants from diverse backgrounds, asking them to solve the assigned tasks by interacting with the GPT assistant using specific prompting patterns. We also examined the participants'experience and their behavioral features during interactions by analyzing screen recordings and GPT chat logs. Our statistical and empirical investigation revealed (1) that three out of 15 HLI features significantly impacted the productivity in code generation; (2) five primary guidelines for enhancing productivity for HLI processes; and (3) a taxonomy of 29 runtime and logic errors that can occur during HLI processes, along with suggested mitigation plans.","This study investigates the effectiveness of productive interaction strategies with ChatGPT in code generation tasks, revealing 3 significant HLI features, 5 productivity guidelines, and a taxonomy of 29 runtime errors, through a user study with 36 participants."
"Large language models in programming: a meta-analysis of tools, users, and human-computer interaction themes","https://scispace.com/paper/large-language-models-in-programming-a-meta-analysis-of-5c8xjh9nkwwb","2025","Journal Article","AHFE international","Daniel Olivares
Charles Bennington
Abigail Skillestad","10.54941/ahfe1006934","","Since 2021, the rapid integration of large language models (LLMs), such as OpenAI’s Codex and ChatGPT, into programming has reshaped how software is written, learned, and maintained. Tools such as GitHub Copilot, Amazon CodeWhisperer, Tabnine, and Sourcegraph Cody have evolved from experimental aids to core elements of modern workflows, while academic prototypes continue to explore new interfaces and teaching applications. This meta-analysis synthesizes empirical research, user evaluations, and product-level comparisons to provide a comprehensive view of the opportunities and challenges posed by LLM-based programming assistants. The analysis considers novice programmers, professional developers, researchers, and educators, highlighting recurring human-computer interaction (HCI) themes of trust calibration, cognitive load management, interface modalities, and the balance between automation and user control.The methodology followed a systematic review of studies published between 2021 and early 2025 in ACM, IEEE, arXiv, and other recognized repositories. Industry reports and tool documentation were included to capture emerging developments. A qualitative thematic synthesis integrated findings across varied research contexts, including user studies, classroom evaluations, and professional development workflows, revealing consistent patterns in tool use, learning outcomes, and professional practice, while also identifying gaps in current understanding.Novice programmers benefit from immediate feedback, reduced syntax errors, and increased confidence. Yet these advantages can foster over-reliance if tools are used as answer generators. Structured support, such as hint-based prompting and code validation, helps students engage more deeply with core concepts. Professional developers report productivity gains in routine tasks and code navigation but remain cautious about correctness, security, and workflow disruptions. Vulnerability checks, auto-generated tests, and explanation features are especially valued. Researchers and educators employ LLM-based programming tools to streamline analysis, generate assessments, and create interactive teaching methods, though concerns persist about equity, academic integrity, and responsible classroom use.Across all groups, four HCI themes stand out. trust calibration is essential to help users understand both strengths and limitations. Cognitive load management improves when tools integrate seamlessly into workflows and provide context-aware assistance. Interface modalities matter, with value in combining inline completions and conversational explanations to support varied scenarios. Finally, balancing automation with user control ensures accountability and promotes critical engagement, meaning that users remain actively involved in evaluating, verifying, and refining AI-generated outputs rather than passively accepting them.These findings show that LLM-based programming tools are not inherently harmful; outcomes depend on how they are used and designed. For learners, risks arise when practice is bypassed, limiting skill growth. For professionals, challenges involve accuracy, security, and workflow integration. Effective use treats LLMs as collaborators that support reflection and experimentation rather than replacements for human reasoning. Students benefit when tools provide hints and guidance instead of complete solutions, encouraging deeper understanding.In conclusion, LLM-based programming tools present strong potential for advancing productivity, education, and research. Benefits include faster coding, improved learning, and streamlined teaching. Persistent challenges remain related to correctness, cognitive load, and trust. Future research should emphasize longitudinal studies of skill development and design strategies that improve transparency, context, and pedagogy. Ethical and legal considerations, including attribution, privacy, and access, must also be addressed. By positioning these tools as collaborative partners, the computing community can maximize their benefits while reducing risks for developers, educators, and researchers. ","This meta-analysis examines the impact of large language models on programming, highlighting benefits (faster coding, improved learning) and challenges (correctness, cognitive load, trust) across novice programmers, professionals, and educators, emphasizing the need for effective design and use strategies."
"AI-Powered Tools to Enhance the Stages of Software Development","https://scispace.com/paper/ai-powered-tools-to-enhance-the-stages-of-software-j5g6malzyko1","2025","Journal Article","Advances in computational intelligence and robotics book series","S. Roobini
M S Kavitha
Hema Deenadayalan
A. Muthusamy","10.4018/979-8-3693-9356-7.ch017","","The rapid evolution of Artificial Intelligence (AI) has significantly impacted the software development lifecycle (SDLC), introducing tools that enhance efficiency, accuracy, and innovation. This chapter examines the integration of AI-powered tools across SDLC stages, including planning, design, coding, testing, deployment, and maintenance. AI automates tasks like code generation, bug detection, and test case creation, reducing errors and accelerating development. It also enhances decision-making, fosters team collaboration, and optimizes resources through predictive analytics and intelligent project management tools. The chapter highlights AI's role in software quality improvement, using machine learning to detect anomalies and predict failures early. Ethical and security challenges are addressed, stressing responsible AI use and human oversight. By chapter's end, readers will understand how AI-powered tools reshape software development, enabling the creation of robust, scalable, and user-friendly applications while navigating ethical and quality challenges effectively. ","This chapter explores AI-powered tools' integration across software development lifecycle stages, enhancing efficiency, accuracy, and innovation through automation, predictive analytics, and intelligent project management, while addressing ethical and security challenges."
"The Impact of Generative AI on Code Expertise Models: An Exploratory Study","https://scispace.com/paper/the-impact-of-generative-ai-on-code-expertise-models-an-p845ysa7q2yn","2025","Journal Article","arXiv.org","Ot'avio Cury
Guilherme Avelino","10.48550/arxiv.2507.08160","","Generative Artificial Intelligence (GenAI) tools for source code generation have significantly boosted productivity in software development. However, they also raise concerns, particularly the risk that developers may rely heavily on these tools, reducing their understanding of the generated code. We hypothesize that this loss of understanding may be reflected in source code knowledge models, which are used to identify developer expertise. In this work, we present an exploratory analysis of how a knowledge model and a Truck Factor algorithm built upon it can be affected by GenAI usage. To investigate this, we collected statistical data on the integration of ChatGPT-generated code into GitHub projects and simulated various scenarios by adjusting the degree of GenAI contribution. Our findings reveal that most scenarios led to measurable impacts, indicating the sensitivity of current expertise metrics. This suggests that as GenAI becomes more integrated into development workflows, the reliability of such metrics may decrease.","This exploratory study examines the impact of generative AI on code expertise models, revealing that GenAI usage significantly affects knowledge metrics, indicating a potential decrease in reliability of developer expertise assessments as AI integration increases in software development workflows."
"The Impact of AI on Developer Productivity: Evidence from GitHub Copilot","https://scispace.com/paper/the-impact-of-ai-on-developer-productivity-evidence-from-g5j125nh","2023","Posted Content","","","10.48550/arxiv.2302.06590","","Generative AI tools hold promise to increase human productivity. This paper presents results from a controlled experiment with GitHub Copilot, an AI pair programmer. Recruited software developers were asked to implement an HTTP server in JavaScript as quickly as possible. The treatment group, with access to the AI pair programmer, completed the task 55.8% faster than the control group. Observed heterogenous effects show promise for AI pair programmers to help people transition into software development careers. ","In this article , the authors present results from a controlled experiment with GitHub Copilot, an AI pair programmer, who was asked to implement an HTTP server in JavaScript as quickly as possible."
"AI-Powered Tools to Enhance the Stages of Software Development","https://scispace.com/paper/ai-powered-tools-to-enhance-the-stages-of-software-8qfnfafozndu","2025","Journal Article","Advances in computational intelligence and robotics book series","Taye Iyinoluwa Adeyinka
Kehinde Iyioluwa Adeyinka","10.4018/979-8-3693-9356-7.ch006","","AI operates at the heart of cloud-native software engineering and is now transforming traditional software development methodologies by introducing intelligent automation and optimization along the SDLC. The present chapter focuses on the specific opportunities and issues that the unique characteristics of containerized applications and microservices architecture introduce, with particular emphasis on AI-based tools that make developers more productive in cloud-native environments. Some critical research areas include AI-driven requirements analysis, intelligent system design, automated code generation, and advanced testing frameworks. The chapter also covers using AI to facilitate cloud-native platforms, such as Kubernetes, anomaly detection, dynamic resource management, and continuous integration and deployment ","This chapter explores AI-powered tools enhancing software development, focusing on cloud-native environments, containerized applications, and microservices architecture, covering AI-driven requirements analysis, automated code generation, and advanced testing frameworks."
"A User-centered Security Evaluation of Copilot","https://scispace.com/paper/a-user-centered-security-evaluation-of-copilot-kwiarj80hokh","2023","Repository","","Asare, Owura
Nagappan, Meiyappan
Asokan, N.","10.48550/arxiv.2308.06587","","Code generation tools driven by artificial intelligence have recently become more popular due to advancements in deep learning and natural language processing that have increased their capabilities. The proliferation of these tools may be a double-edged sword because while they can increase developer productivity by making it easier to write code, research has shown that they can also generate insecure code. In this paper, we perform a user-centered evaluation GitHub's Copilot to better understand its strengths and weaknesses with respect to code security. We conduct a user study where participants solve programming problems (with and without Copilot assistance) that have potentially vulnerable solutions. The main goal of the user study is to determine how the use of Copilot affects participants' security performance. In our set of participants (n=25), we find that access to Copilot accompanies a more secure solution when tackling harder problems. For the easier problem, we observe no effect of Copilot access on the security of solutions. We also observe no disproportionate impact of Copilot use on particular kinds of vulnerabilities. Our results indicate that there are potential security benefits to using Copilot, but more research is warranted on the effects of the use of code generation tools on technically complex problems with security requirements. ",""
"TimeLess: A Vision for the Next Generation of Software Development","https://scispace.com/paper/timeless-a-vision-for-the-next-generation-of-software-4k7pz7l8cxz3","2024","Journal Article","arXiv.org","Zeeshan Rasheed
Malik Abdul Sami
Jussi Rasku
Kai-Kristian Kemell
Zheying Zhang
Janne Harjamaki
Shahbaz Siddeeq
Sami Lahti
Tomas Herda
Mikko Nurminen
Niklas Lavesson
Jose Siqueira de Cerqueira
Toufique Hasan
A. Khan
Mahade Hasan
Mika Saari
Petri Rantanen
J. Soini
Pekka Abrahamsson","10.48550/arxiv.2411.08507","","Present-day software development faces three major challenges: complexity, time consumption, and high costs. Developing large software systems often requires battalions of teams and considerable time for meetings, which end without any action, resulting in unproductive cycles, delayed progress, and increased cost. What if, instead of large meetings with no immediate results, the software product is completed by the end of the meeting? In response, we present a vision for a system called TimeLess, designed to reshape the software development process by enabling immediate action during meetings. The goal is to shift meetings from planning discussions to productive, action-oriented sessions. This approach minimizes the time and effort required for development, allowing teams to focus on critical decision-making while AI agents execute development tasks based on the meeting discussions. We will employ multiple AI agents that work collaboratively to capture human discussions and execute development tasks in real time. This represents a step toward next-generation software development environments, where human expertise drives strategy and AI accelerates task execution.","TimeLess is a vision for next-gen software development that leverages AI to enable immediate action during meetings, minimizing time and effort, and shifting meetings from planning to productive, action-oriented sessions with human-driven strategy and AI-accelerated task execution."
"Optimizing AI-Assisted Code Generation","https://scispace.com/paper/optimizing-ai-assisted-code-generation-35mxuzuro7a1","2024","Journal Article","","Simon Torka
Şahin Albayrak","10.48550/arxiv.2412.10953","","In recent years, the rise of AI-assisted code-generation tools has significantly transformed software development. While code generators have mainly been used to support conventional software development, their use will be extended to powerful and secure AI systems. Systems capable of generating code, such as ChatGPT, OpenAI Codex, GitHub Copilot, and AlphaCode, take advantage of advances in machine learning (ML) and natural language processing (NLP) enabled by large language models (LLMs). However, it must be borne in mind that these models work probabilistically, which means that although they can generate complex code from natural language input, there is no guarantee for the functionality and security of the generated code. However, to fully exploit the considerable potential of this technology, the security, reliability, functionality, and quality of the generated code must be guaranteed. This paper examines the implementation of these goals to date and explores strategies to optimize them. In addition, we explore how these systems can be optimized to create safe, high-performance, and executable artificial intelligence (AI) models, and consider how to improve their accessibility to make AI development more inclusive and equitable. ","This paper explores optimizing AI-assisted code generation tools, such as ChatGPT and GitHub Copilot, to ensure secure, reliable, and high-quality code output, while improving accessibility and equity in AI development through large language models and machine learning advancements."
"Comprehension-Performance Gap in GenAI-Assisted Brownfield Programming: A Replication and Extension","https://scispace.com/paper/comprehension-performance-gap-in-genai-assisted-brownfield-nb0kvnq0goy9","2025","Journal Article","","Haque, Summit
Shihab, Md. Istiak Hossain","10.48550/arxiv.2511.02922","","Code comprehension is essential for brownfield programming tasks, in which developers maintain and enhance legacy code bases. Generative AI (GenAI) coding assistants such as GitHub Copilot have been shown to improve developer productivity, but their impact on code understanding is less clear. We replicate and extend a previous study by exploring both performance and comprehension in GenAI-assisted brownfield programming tasks. In a within-subjects experimental study, 18 computer science graduate students completed feature implementation tasks with and without Copilot. Results show that Copilot significantly reduced task time and increased the number of test cases passed. However, comprehension scores did not differ across conditions, revealing a comprehension-performance gap: participants passed more test cases with Copilot, but did not demonstrate greater understanding of the legacy codebase. Moreover, we failed to find a correlation between comprehension and task performance. These findings suggest that while GenAI tools can accelerate programming progress in a legacy codebase, such progress may come without an improved understanding of that codebase. We consider the implications of these findings for programming education and GenAI tool design. ","This study replicates and extends previous research on GenAI-assisted brownfield programming, finding that Copilot improves task performance but not code comprehension, revealing a comprehension-performance gap in GenAI-assisted programming."
"""You're on a bicycle with a little motor"": Benefits and Challenges of Using AI Code Assistants","https://scispace.com/paper/you-re-on-a-bicycle-with-a-little-motor-benefits-and-3exuhofu3r","2024","Journal Article","","Wendy Mendes
Santos Souza
Cleidson R. B. de Souza","10.1145/3641822.3641882","","AI code assistants, such as Tabnine, GitHub CoPilot, and ChatGPT, employ Large Language Models (LLMs) trained on extensive source code and other documents. They receive prompts and generate code suggestions aimed to facilitate programming tasks. Previous research in this field has explored the correctness, complexity, quality, and security of the code suggestions. Software developers' experiences have been studied in the context of controlled experiments. Based on 14 interviews with software developers, this paper describes the developers' daily and continuous experiences with AI code assistants, presenting benefits and challenges grounded in actual development work, along with strategies to address these challenges. ","AI code assistants offer benefits such as improved coding efficiency and reduced errors, but also present challenges like inaccurate suggestions and limited context. Strategies to address these challenges include providing clear prompts, improving model training, and incorporating human-in-the-loop feedback."
